日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2016-01-13,=1425.2490,=1576.4600,=747953194190.8002,=569268512631,=153795934022.6600,=1.1442,=0,=1.6082,=1.3155,=1.2353
2016-01-12,=1450.8700,=1604.8000,=760463948506.8999,=576794634391,=156492973609.4800,=1.1634,=0.0071,=1.6082,=1.3171,=1.2453
2016-01-11,=1483.9540,=1641.3900,=777238472597.9999,=587093983256,=159973446003.2800,=1.1890,=0.0504,=1.6082,=1.3174,=1.2468
2016-01-08,=1573.3420,=1740.2600,=833029943121.4000,=626771151450,=169907951138.1300,=1.2744,=0.3043,=1.6082,=1.3177,=1.2469
2016-01-07,=1454.5260,=1608.8400,=764049309612.2999,=574557247168,=156865267360.3800,=1.1688,=0.0219,=1.6203,=1.3183,=1.2468
2016-01-06,=1563.2890,=1729.1400,=833595716739.9999,=626002852356,=168893028112.0500,=1.2752,=0.3088,=1.6203,=1.3189,=1.2469
2016-01-05,=1436.3770,=1588.7700,=760653709944.8000,=571729958322,=155019776285.6000,=1.1637,=0.0074,=1.6203,=1.3201,=1.2469
2016-01-04,=1421.7680,=1572.6100,=749754127317.9000,=564369472826,=153448121788.6800,=1.1470,=0,=1.6203,=1.3214,=1.2476
2015-12-31,=1536.3260,=1699.3200,=807196310609.4000,=606759827522,=165511338276.7800,=1.2349,=0.1579,=1.6203,=1.3221,=1.2500
2015-12-30,=1551.3360,=1715.9200,=815547493865.1000,=612061359652,=167165871932.8000,=1.2476,=0.1894,=1.6252,=1.3229,=1.2500
2015-12-29,=1545.5480,=1709.5200,=813998019644.8999,=610616437293,=166517964887.0200,=1.2453,=0.1679,=1.6252,=1.3230,=1.2511
2015-12-28,=1521.9130,=1683.3800,=801693710863.8999,=601736611689,=164021133903.8400,=1.2264,=0.0923,=1.6252,=1.3232,=1.2520
2015-12-25,=1570.2280,=1736.8200,=826497662154.1000,=616828109435,=169065612785.1400,=1.2644,=0.2403,=1.6252,=1.3232,=1.2550
2015-12-24,=1560.4930,=1726.0500,=821552269549.3002,=613622335811,=168007389852.6000,=1.2568,=0.2188,=1.6252,=1.3233,=1.2550
2015-12-23,=1576.1040,=1743.3200,=831208385941.7001,=621104537483,=169723845682.8500,=1.2716,=0.2520,=1.6270,=1.3248,=1.2520
2015-12-22,=1595.9330,=1765.2500,=839409199228.2001,=628147557628,=171746123739.4600,=1.2841,=0.3095,=1.6270,=1.3263,=1.2520
2015-12-21,=1584.1770,=1752.2500,=837768988247.1001,=625769362395,=170604559948.6500,=1.2816,=0.2960,=1.6270,=1.3268,=1.2520
2015-12-18,=1555.0990,=1720.0800,=797047161603.4000,=612967924181,=167424191023.5800,=1.2338,=0.1532,=1.6270,=1.3272,=1.2520
2015-12-17,=1546.2760,=1710.3200,=796879777140.5999,=613314842028,=166694594165.9700,=1.2335,=0.1463,=1.6270,=1.3296,=1.2550
2015-12-16,=1514.7690,=1675.4700,=782155070777.2001,=602362711387,=163416556528.5700,=1.2107,=0.0410,=1.6317,=1.3320,=1.2550
2015-12-15,=1507.1880,=1667.0900,=777988505995.3999,=598985869888,=162543599235.8200,=1.2043,=0.0331,=1.6317,=1.3325,=1.2557
2015-12-14,=1523.0300,=1684.6100,=788366715442.8000,=606801414444,=164247296182.3600,=1.2203,=0.0500,=1.6317,=1.3331,=1.2603
2015-12-11,=1466.3930,=1621.9700,=799143132720.0001,=623542973832,=176027835700.9900,=1.2270,=0.0840,=1.6317,=1.3343,=1.2605
2015-12-10,=1476.4690,=1633.1100,=802127379517.4999,=623381506492,=177233517343.4100,=1.2316,=0.1017,=1.6317,=1.3355,=1.2670
2015-12-09,=1479.1890,=1636.1200,=804541030084.6001,=625219763889,=177615642017.3600,=1.2353,=0.1111,=1.6346,=1.3379,=1.2670
2015-12-08,=1481.3610,=1638.5200,=803365879068.7000,=624089026861,=177812810711.7100,=1.2335,=0.1034,=1.6346,=1.3403,=1.2690
2015-12-07,=1537.3220,=1700.4200,=830459261743.8999,=645018667887,=184469201455.9500,=1.2751,=0.2000,=1.6346,=1.3406,=1.2751
2015-12-04,=1537.1330,=1700.2100,=833444934947.5000,=647185692262,=184478638900.9000,=1.2797,=0.2193,=1.6346,=1.3409,=1.2753
2015-12-03,=1557.9270,=1723.2100,=845796351471,=656375653966,=186988502650.5500,=1.2986,=0.3009,=1.6346,=1.3414,=1.2753
2015-12-02,=1537.5420,=1700.6600,=837754070973,=649843424378,=184586418675.8900,=1.2863,=0.2500,=1.6371,=1.3420,=1.2690
2015-12-01,=1519.0770,=1680.2400,=820936027521.7999,=637047065982,=182249862459.4400,=1.2605,=0.1802,=1.6371,=1.3426,=1.2690
