日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-10-28,=2667.1538,=2997.5500,=842364836841.0902,=669421119145,=442536153121.6400,=3.2913,=0.2424,=4.5431,=3.7552,=3.1788
2022-10-27,=2800.8511,=3147.8100,=881346673999.5798,=699625020883,=462120916585.8901,=3.4656,=0.3519,=4.5431,=3.7554,=3.1788
2022-10-26,=2787.0292,=3132.2800,=883712724326.1996,=700301298670,=462136806730.7100,=3.4788,=0.3584,=4.5447,=3.7555,=3.1787
2022-10-25,=2853.4680,=3206.9400,=917234591244.6200,=725910743012,=479222860194.3799,=3.6988,=0.4653,=4.5447,=3.7560,=3.1787
2022-10-24,=2907.2962,=3267.4400,=928428705856.2000,=735030405503,=485498332460.5300,=3.8939,=0.5723,=4.5447,=3.7564,=3.1787
2022-10-21,=2989.4935,=3359.8200,=955374397691.8800,=755927409290,=500615766518.6000,=4.0069,=0.6360,=4.5447,=3.7560,=3.1787
2022-10-20,=2982.4867,=3351.9500,=954813009165.4500,=755671021566,=499780621477.3902,=4.0266,=0.6420,=4.5447,=3.7555,=3.1787
2022-10-19,=3007.7273,=3380.3100,=963057713364.7200,=762203164692,=504134462392.1299,=4.0614,=0.6537,=4.5471,=3.7554,=3.1785
2022-10-18,=3119.8610,=3506.3400,=1000730676029.3800,=792298366395,=523957830949.6100,=4.2202,=0.6993,=4.5471,=3.7552,=3.1785
2022-10-17,=3113.2572,=3498.9200,=996682554251.2600,=789264369825,=522134215701.2699,=4.2108,=0.6946,=4.5471,=3.7543,=3.1785
2022-10-14,=3083.0703,=3464.9900,=992178402923.2802,=785838732572,=519634937521.5700,=4.1918,=0.6871,=4.5471,=3.7535,=3.1785
2022-10-13,=3083.6509,=3465.6400,=994698006467.7498,=787065922243,=522154627313.1799,=4.2024,=0.6903,=4.5471,=3.7530,=3.1785
2022-10-12,=3018.1585,=3392.0400,=982776877354.2400,=777673071146,=515506211878.4400,=4.1521,=0.6782,=4.5477,=3.7526,=3.1749
2022-10-11,=2955.0317,=3321.0900,=965370193233.7198,=764199818034,=506082999732.1901,=4.0785,=0.6576,=4.5477,=3.7526,=3.1749
