日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-11-12,=13188.2900,=15195.9800,=4427452858441.7598,=3644764615076,=2298176693245.3296,=4.8240,=0.6872,=5.4824,=4.3864,=3.9379
2021-11-11,=13211.1100,=15222.2800,=4433674035762.9414,=3648743932673,=2302769720979.1104,=4.8308,=0.6887,=5.4824,=4.3863,=3.9379
2021-11-10,=13254.9800,=15272.8200,=4442166136667.6201,=3655317427414,=2309774132467.2295,=4.8400,=0.6913,=5.4824,=4.3863,=3.9379
2021-11-09,=12991.9200,=14969.7200,=4368286634197.2100,=3589804639847,=2263414185169.9600,=4.7595,=0.6802,=5.4826,=4.3863,=3.9373
2021-11-08,=12870.8000,=14830.1600,=4325893517804.3599,=3556202678156,=2240622045066.7500,=4.7133,=0.6711,=5.4826,=4.3858,=3.9373
2021-11-05,=13146.2200,=15147.5000,=4417163488213.0107,=3625723463798,=2290300822070.1602,=4.8128,=0.6857,=5.4826,=4.3853,=3.9373
2021-11-04,=13148.0600,=15149.6300,=4419688643994.2188,=3623306837686,=2291290753427.6592,=4.8155,=0.6866,=5.4826,=4.3853,=3.9373
2021-11-03,=13109.6100,=15105.3300,=4403481111468.4199,=3608520618842,=2287184333162.2705,=4.7979,=0.6841,=5.4826,=4.3853,=3.9373
2021-11-02,=12979.3500,=14955.2400,=4360982209371.2002,=3576066744132,=2264132500566.2397,=4.7516,=0.6800,=5.4839,=4.3853,=3.9372
2021-11-01,=13122.8600,=15120.5900,=4406808643317.9912,=3609961518893,=2287283069101.9800,=4.8015,=0.6846,=5.4839,=4.3852,=3.9372
2021-10-29,=13322.0400,=15350.0900,=4466687092976.2295,=3652838594318,=2319754873818.8701,=4.9235,=0.7048,=5.4839,=4.3852,=3.9372
2021-10-28,=13131.6600,=15130.7300,=4399093823851.6797,=3599522646262,=2285289128680.9209,=4.8865,=0.6967,=5.4839,=4.3851,=3.9372
